fund_name,fund_extended_name,category,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,size,currency,net_annual_expense_ratio_fund,net_annual_expense_ratio_category,portfolio_cash,portfolio_stocks,portfolio_preferred,price_earnings,price_book,price_sales,price_cashflow,median_market_cap,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,morningstar_risk_rating,years_up,years_down,fund_mean_annual_return_3years,category_mean_annual_return_3years,fund_mean_annual_return_5years,category_mean_annual_return_5years,fund_mean_annual_return_10years,category_mean_annual_return_10years,fund_r_squared_3years,category_r_squared_3years,fund_r_squared_5years,category_r_squared_5years,fund_r_squared_10years,category_r_squared_10years,fund_standard_deviation_3years,category_standard_deviation_3years,fund_standard_deviation_5years,category_standard_deviation_5years,fund_standard_deviation_10years,category_standard_deviation_10years,fund_sharpe_ratio_3years,category_sharpe_ratio_3years,fund_sharpe_ratio_5years,category_sharpe_ratio_5years,fund_sharpe_ratio_10years,category_sharpe_ratio_10years,fund_treynor_ratio_3years,category_treynor_ratio_3years,fund_treynor_ratio_5years,category_treynor_ratio_5years,fund_treynor_ratio_10years,category_treynor_ratio_10years
OTCAX,"MFS Mid Cap Growth Fund Class A",Mid-Cap Growth,"MFS",4610000000,18.73,0,5,1993-11-30,Growth,Medium,USD,1.13,1.19,2.39,97.6,0,26.43,4.3,4.16,19.46,15118.64,3.72,17.38,8.12,2.51,1.7,16.41,0,2.29,0.67,22.7,24.49,18.73,18.19,2.69,0.92,18.73,18.19,13.69,8.04,16.63,14.18,12.13,8.99,17.58,15.7,0.85,-6.65,25.99,23.91,4.33,6.03,4.21,-0.95,8.61,7,36.87,34.93,16.18,14.07,-6.12,-3.96,28.69,24.61,2,21,4,1.36,0.01,1.02,0.01,1.44,0.01,82.92,0.81,84.07,0.78,87.02,0.82,12.61,0.14,12.56,0.14,14.39,0.16,1.19,0.01,0.92,0.01,1.17,0.01,14.37,0.11,11.02,0.07,16.2,0.14
OTCBX,"MFS Mid Cap Growth Fund Class B",Mid-Cap Growth,"MFS",4610000000,18.59,0,4,1993-11-30,Growth,Medium,USD,1.88,1.19,2.39,97.6,0,26.43,4.3,4.16,19.46,15118.64,3.72,17.38,8.12,2.51,1.7,16.41,0,2.29,0.67,22.7,24.49,18.59,18.19,2.67,0.92,18.59,18.19,12.88,8.04,15.74,14.18,11.29,8.99,16.7,15.7,0.04,-6.65,25.01,23.91,3.58,6.03,3.47,-0.95,7.75,7,35.86,34.93,15.28,14.07,-6.82,-3.96,27.63,24.61,2,21,4,1.29,0.01,0.96,0.01,1.38,0.01,82.87,0.81,84.13,0.78,87.05,0.82,12.63,0.14,12.58,0.14,14.39,0.16,1.12,0.01,0.85,0.01,1.12,0.01,13.52,0.11,10.19,0.07,15.36,0.14
OTCCX,"MFS Mid Cap Growth Fund Class C",Mid-Cap Growth,"MFS",4610000000,18.53,0,4,1994-07-31,Growth,Medium,USD,1.88,1.19,2.39,97.6,0,26.43,4.3,4.16,19.46,15118.64,3.72,17.38,8.12,2.51,1.7,16.41,0,2.29,0.67,22.7,24.49,18.53,18.19,2.61,0.92,18.53,18.19,12.83,8.04,15.76,14.18,11.3,8.99,16.7,15.7,0.12,-6.65,25.01,23.91,3.59,6.03,3.39,-0.95,7.85,7,35.76,34.93,15.37,14.07,-6.85,-3.96,27.66,24.61,2,20,4,1.29,0.01,0.96,0.01,1.38,0.01,82.87,0.81,84.12,0.78,86.93,0.82,12.64,0.14,12.56,0.14,14.36,0.16,1.13,0.01,0.86,0.01,1.12,0.01,13.53,0.11,10.2,0.07,15.41,0.14
OTCFX,"T. Rowe Price Small-Cap Stock Fund",Small Growth,"T. Rowe Price",9810000000,17.56,0,4,1956-05-31,Growth,Small,USD,0.89,1.2,2.68,97.32,0,20.05,2.23,1.59,8.95,3185.99,3.05,8.18,16.68,6.69,7.36,15.74,5.49,1.72,1.66,17.23,16.2,17.56,17.01,-0.41,-1.12,17.56,17.01,11.67,7.7,15.91,15.88,9.53,8.45,18.14,16.24,-3.24,-5.76,15.27,21.5,18.57,11.2,-3.18,-2.41,6.9,2.44,37.65,40.91,18.01,13.15,-0.09,-3.55,32.53,26.98,2,46,16,1.32,0.01,0.85,0.01,1.51,0.01,73.2,0.7,69.2,0.65,79.84,0.73,13.85,0.16,14.48,0.17,16.6,0.18,1.04,0.01,0.65,0.01,1.06,0.01,13.24,0.12,8.11,0.06,15.14,0.13
OTCGX,"MFS Mid Cap Growth Fund Class R1",Mid-Cap Growth,"MFS",4610000000,18.6,0,4,2005-03-31,Growth,Medium,USD,1.88,1.19,2.39,97.6,0,26.43,4.3,4.16,19.46,15118.64,3.72,17.38,8.12,2.51,1.7,16.41,0,2.29,0.67,22.7,24.49,18.6,18.19,2.68,0.92,18.6,18.19,12.87,8.04,15.75,14.18,11.29,8.99,16.69,15.7,0.04,-6.65,25.03,23.91,3.6,6.03,3.4,-0.95,7.78,7,35.87,34.93,15.34,14.07,-6.84,-3.96,27.57,24.61,2,11,2,1.29,0.01,0.96,0.01,1.38,0.01,82.84,0.81,83.98,0.78,86.98,0.82,12.63,0.14,12.56,0.14,14.4,0.16,1.12,0.01,0.86,0.01,1.12,0.01,13.53,0.11,10.21,0.07,15.36,0.14
OTCHX,"MFS Mid Cap Growth Fund Class R3",Mid-Cap Growth,"MFS",4610000000,18.72,0,5,2005-03-31,Growth,Medium,USD,1.13,1.19,2.39,97.6,0,26.43,4.3,4.16,19.46,15118.64,3.72,17.38,8.12,2.51,1.7,16.41,0,2.29,0.67,22.7,24.49,18.72,18.19,2.71,0.92,18.72,18.19,13.66,8.04,16.61,14.18,12.13,8.99,17.57,15.7,0.86,-6.65,25.99,23.91,4.35,6.03,4.23,-0.95,8.58,7,36.86,34.93,16.14,14.07,-6.15,-3.96,28.67,24.61,2,11,2,1.35,0.01,1.02,0.01,1.44,0.01,82.81,0.81,84.03,0.78,87.04,0.82,12.61,0.14,12.55,0.14,14.38,0.16,1.19,0.01,0.92,0.01,1.17,0.01,14.36,0.11,11.03,0.07,16.2,0.14
OTCIX,"MFS Mid Cap Growth Fund Class I",Mid-Cap Growth,"MFS",4610000000,18.86,0,5,1997-01-01,Growth,Medium,USD,0.88,1.19,2.39,97.6,0,26.43,4.3,4.16,19.46,15118.64,3.72,17.38,8.12,2.51,1.7,16.41,0,2.29,0.67,22.7,24.49,18.86,18.19,2.74,0.92,18.86,18.19,13.96,8.04,16.9,14.18,12.41,8.99,17.87,15.7,1.1,-6.65,26.29,23.91,4.62,6.03,4.46,-0.95,8.81,7,37.28,34.93,16.38,14.07,-5.85,-3.96,28.94,24.61,2,17,4,1.38,0.01,1.04,0.01,1.47,0.01,82.9,0.81,84,0.78,87.03,0.82,12.64,0.14,12.57,0.14,14.39,0.16,1.2,0.01,0.93,0.01,1.19,0.01,14.58,0.11,11.28,0.07,16.47,0.14
OTCJX,"MFS Mid Cap Growth Fund Class R4",Mid-Cap Growth,"MFS",4610000000,18.81,0,5,2005-03-31,Growth,Medium,USD,0.88,1.19,2.39,97.6,0,26.43,4.3,4.16,19.46,15118.64,3.72,17.38,8.12,2.51,1.7,16.41,0,2.29,0.67,22.7,24.49,18.81,18.19,2.7,0.92,18.81,18.19,14.01,8.04,16.91,14.18,12.41,8.99,17.87,15.7,1.13,-6.65,26.28,23.91,4.58,6.03,4.48,-0.95,8.9,7,37.15,34.93,16.46,14.07,-5.85,-3.96,28.91,24.61,2,11,2,1.38,0.01,1.05,0.01,1.47,0.01,82.85,0.81,84.09,0.78,86.97,0.82,12.62,0.14,12.55,0.14,14.39,0.16,1.21,0.01,0.94,0.01,1.19,0.01,14.63,0.11,11.3,0.07,16.48,0.14
OTCKX,"MFS Mid Cap Growth Fund Class R6",Mid-Cap Growth,"MFS",4610000000,18.86,0,5,2013-01-01,Growth,Medium,USD,0.77,1.19,2.39,97.6,0,26.43,4.3,4.16,19.46,15118.64,3.72,17.38,8.12,2.51,1.7,16.41,0,2.29,0.67,22.7,24.49,18.86,18.19,2.73,0.92,18.86,18.19,14.12,8.04,17.05,14.18,12.52,8.99,17.83,15.7,1.21,-6.65,26.39,23.91,4.75,6.03,4.6,-0.95,8.95,7,NaN,34.93,NaN,NaN,NaN,NaN,NaN,NaN,2,5,NaN,1.39,0.01,1.05,0.01,1.46,0.01,82.83,0.81,84.08,0.78,87.02,0.82,12.63,0.14,12.57,0.14,14.38,0.16,1.22,0.01,0.94,0.01,1.19,0.01,14.75,0.11,11.39,0.07,16.45,0.14
OTCNX,"Oppenheimer Capital Appreciation Fund Class R",Large Growth,"OppenheimerFunds",3920000000,15.71,0,2,2001-02-28,Growth,Large,USD,1.3,1.06,1.71,98.29,0,19,4.12,2.06,12.26,89523.46,1.53,21.64,11.89,0,1.46,10.82,1.58,0,2.41,11.29,37.38,15.71,15.67,2.68,2.12,15.71,15.67,9.44,10.71,12.81,15.35,9.56,11.26,13.59,15.94,-6.19,-2.09,26.2,27.67,-2.61,3.23,2.95,3.6,14.77,10,28.9,33.92,13.41,15.34,-1.84,-2.46,8.82,15.53,3,12,5,1.08,0.01,0.84,0.01,1.15,0.01,88.04,0.84,87.09,0.86,90.34,0.88,13.06,0.13,13.13,0.13,14.23,0.14,0.89,0.01,0.7,0.01,0.94,0.01,10.1,0.13,8,0.1,12.33,0.15
OTCYX,"Oppenheimer Capital Appreciation Fund Class Y",Large Growth,"OppenheimerFunds",3920000000,15.83,0.03,2,1997-11-02,Growth,Large,USD,0.8,1.06,1.71,98.29,0,19,4.12,2.06,12.26,89523.46,1.53,21.64,11.89,0,1.46,10.82,1.58,0,2.41,11.29,37.38,15.83,15.67,2.7,2.12,15.83,15.67,9.95,10.71,13.35,15.35,10.1,11.26,14.23,15.94,-5.74,-2.09,26.81,27.67,-2.12,3.23,3.47,3.6,15.33,10,29.69,33.92,14.14,15.34,-1.17,-2.46,9.63,15.53,3,14,7,1.12,0.01,0.88,0.01,1.2,0.01,88.08,0.84,87.1,0.86,90.39,0.88,13.06,0.13,13.13,0.13,14.23,0.14,0.93,0.01,0.74,0.01,0.98,0.01,10.57,0.13,8.49,0.1,12.93,0.15
OTFCX,"Oppenheimer Capital Appreciation Fund Class C",Large Growth,"OppenheimerFunds",3920000000,15.57,0,2,1993-11-30,Growth,Large,USD,1.8,1.06,1.71,98.29,0,19,4.12,2.06,12.26,89523.46,1.53,21.64,11.89,0,1.46,10.82,1.58,0,2.41,11.29,37.38,15.57,15.67,2.63,2.12,15.57,15.67,8.85,10.71,12.23,15.35,9.01,11.26,13,15.94,-6.69,-2.09,25.56,27.67,-3.08,3.23,2.43,3.6,14.19,10,28.24,33.92,12.81,15.34,-2.35,-2.46,8.33,15.53,3,17,8,1.04,0.01,0.79,0.01,1.11,0.01,88.09,0.84,87.14,0.86,90.39,0.88,13.05,0.13,13.13,0.13,14.23,0.14,0.85,0.01,0.66,0.01,0.9,0.01,9.59,0.13,7.49,0.1,11.78,0.15
OTIIX,"T. Rowe Price Small-Cap Stock Fund I Class",Small Growth,"T. Rowe Price",9810000000,17.59,0,3,2015-08-27,Growth,Small,USD,0.75,1.2,2.68,97.32,0,20.05,2.23,1.59,8.95,3185.99,3.05,8.18,16.68,6.69,7.36,15.74,5.49,1.72,1.66,17.23,16.2,17.59,17.01,-0.41,-1.12,17.59,17.01,11.8,7.7,16.07,15.88,9.64,8.45,18.2,16.24,-3.1,-5.76,15.43,21.5,18.75,11.2,NaN,-2.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,1,1.33,0.01,0.86,0.01,1.52,0.01,73.18,0.7,69.21,0.65,79.84,0.73,13.86,0.16,14.49,0.17,16.6,0.18,1.06,0.01,0.65,0.01,1.07,0.01,13.39,0.12,8.2,0.06,15.19,0.13
OVEAX,"Sterling Capital Mid Value Fund Class A",Mid-Cap Blend,"Sterling Capital Funds",441790000,14.32,0,2,1996-07-31,Value,Medium,USD,1.18,1.06,5.05,94.95,0,11.69,1.41,0.83,6.8,8063.92,5.4,23.3,28.37,5.47,1.52,10.47,0,1.94,2.1,11.53,9.88,14.32,13.94,-1.83,-0.22,14.32,13.94,-5.59,2.33,6.39,9.67,5.01,6.34,13.87,14.51,-18.25,-11.15,13.87,15.93,16.24,14.14,-2.15,-4.75,5.39,7.8,45.45,34.1,12.03,16.15,-3.75,-3.81,20.05,22.52,5,16,6,0.62,0.01,0.5,0.01,1.2,0.01,77.24,0.81,81.17,0.8,85.45,0.85,15.55,0.13,15.18,0.13,16.43,0.15,0.39,0.01,0.34,0,0.85,0.01,4,0.08,3.44,0.05,11.2,0.13
OVECX,"Sterling Capital Mid Value Fund Class C",Mid-Cap Blend,"Sterling Capital Funds",441790000,14.17,0,2,2001-07-24,Value,Medium,USD,1.93,1.06,5.05,94.95,0,11.69,1.41,0.83,6.8,8063.92,5.4,23.3,28.37,5.47,1.52,10.47,0,1.94,2.1,11.53,9.88,14.17,13.94,-1.89,-0.22,14.17,13.94,-6.27,2.33,5.59,9.67,4.23,6.34,13.03,14.51,-18.88,-11.15,12.97,15.93,15.42,14.14,-2.88,-4.75,4.56,7.8,44.39,34.1,11.17,16.15,-4.43,-3.81,19.16,22.52,5,11,6,0.55,0.01,0.44,0.01,1.14,0.01,77.37,0.81,81.16,0.8,85.52,0.85,15.59,0.13,15.2,0.13,16.43,0.15,0.34,0.01,0.29,0,0.8,0.01,3.36,0.08,2.8,0.05,10.5,0.13
OVEIX,"Sterling Capital Mid Value Fund Institutional Shares",Mid-Cap Blend,"Sterling Capital Funds",441790000,14.47,0.08,2,1996-07-31,Value,Medium,USD,0.93,1.06,5.05,94.95,0,11.69,1.41,0.83,6.8,8063.92,5.4,23.3,28.37,5.47,1.52,10.47,0,1.94,2.1,11.53,9.88,14.47,13.94,-1.79,-0.22,14.47,13.94,-5.3,2.33,6.66,9.67,5.28,6.34,14.17,14.51,-18.05,-11.15,14.15,15.93,16.53,14.14,-1.94,-4.75,5.61,7.8,45.8,34.1,12.31,16.15,-3.46,-3.81,20.31,22.52,5,16,6,0.64,0.01,0.52,0.01,1.22,0.01,77.43,0.81,81.27,0.8,85.53,0.85,15.6,0.13,15.21,0.13,16.47,0.15,0.41,0.01,0.36,0,0.86,0.01,4.2,0.08,3.65,0.05,11.42,0.13
OVERX,"Sterling Capital Mid Value Fund Class R",Mid-Cap Blend,"Sterling Capital Funds",441790000,14.3,0,2,2010-01-31,Value,Medium,USD,1.43,1.06,5.05,94.95,0,11.69,1.41,0.83,6.8,8063.92,5.4,23.3,28.37,5.47,1.52,10.47,0,1.94,2.1,11.53,9.88,14.3,13.94,-1.84,-0.22,14.3,13.94,-5.78,2.33,6.13,9.67,4.79,6.34,13.49,14.51,-18.47,-11.15,13.63,15.93,15.85,14.14,-2.42,-4.75,5.31,7.8,43.69,34.1,11.53,16.15,-3.84,-3.81,NaN,22.52,5,5,3,0.6,0.01,0.48,0.01,1.17,0.01,77.24,0.81,81.14,0.8,85.65,0.85,15.59,0.13,15.14,0.13,16.42,0.15,0.38,0.01,0.33,0,0.83,0.01,3.79,0.08,3.27,0.05,10.88,0.13
OWACX,"Old Westbury All Cap Core Fund",Large Blend,"Old Westbury",1900000000,14.41,0.45,2,1998-03-01,Growth,Large,USD,0.99,0.94,2.45,97.55,0,18.49,3.16,3,10.54,66062.87,1.9,16.03,16.96,0,4.91,16.51,3.17,1.78,4.19,14.09,20.46,14.41,12.94,2.89,1.29,14.41,12.94,8.57,6.9,12.85,11.84,7.41,8.91,9.71,14.54,-4.02,-6.27,20.93,20.44,7.32,10.37,-4.57,-1.07,6.52,10.96,23.8,31.5,8.93,14.96,-10.55,-1.27,6.41,14.01,2,13,7,1.06,0.01,0.65,0.01,0.84,0.01,94.35,0.92,91.09,0.93,90.09,0.94,10.64,0.11,10.82,0.12,12.71,0.13,1.07,0.01,0.64,0.01,0.76,0.01,12.01,0.11,7.17,0.08,9.75,0.14
OWLSX,"Old Westbury Large Cap Strategies Fund",World Large Stock,"Old Westbury",16330000000,11.3,0.95,2,1993-10-21,Growth,Large,USD,1.13,1.11,4.14,95.86,0,17.14,2.77,2.06,9.47,55190.46,1.81,17.28,15.16,2.66,11.76,10.55,1.7,1.63,8.76,10.37,18.32,11.3,12.27,1.66,1.11,11.3,12.27,2.16,1.85,8.32,9.96,5.8,5.89,9.99,11.79,-8.6,-9.64,19.4,23.61,4.73,5.54,-1.09,-1.69,7.15,2.79,25.31,25.19,15.09,15.84,-16.06,-7.93,15.11,13.74,3,15,10,0.71,0.01,0.52,0.01,0.88,0.01,78.71,0.73,79.46,0.78,85.32,0.84,9.87,0.11,10.59,0.11,14.44,0.14,0.73,0.01,0.51,0,0.7,0.01,8.49,0.1,6.36,0.06,11.27,0.14
OYRDX,"Oppenheimer Rising Dividends Fund Class Y",Large Blend,"OppenheimerFunds",2840000000,12.79,1.25,2,1996-12-15,Blend,Large,USD,0.81,0.94,2.04,97.96,0,17.3,3.26,2.04,10.41,75238.04,2.16,13.77,19.82,5.16,2.73,12.33,3.97,1.69,6.58,9.57,22.22,12.79,12.94,1.38,1.29,12.79,12.94,7.38,6.9,9.73,11.84,7.26,8.91,12.21,14.54,-6.28,-6.27,17.03,20.44,4.78,10.37,-0.43,-1.07,11.19,10.96,27.56,31.5,12.88,14.96,2.62,-1.27,13.54,14.01,2,17,5,0.82,0.01,0.64,0.01,1.03,0.01,97.41,0.92,96.45,0.93,96.2,0.94,10.04,0.11,10.93,0.12,12.35,0.13,0.85,0.01,0.62,0.01,0.96,0.01,9.14,0.11,6.73,0.08,12.32,0.14
PABGX,"T. Rowe Price Blue Chip Growth Fund Advisor Class",Large Growth,"T. Rowe Price",60370000000,16.08,0,5,2000-03-30,Growth,Large,USD,0.97,1.06,0.02,99.98,0,24.26,5.27,3.18,17.11,135245.56,0.35,22.14,13.14,0.08,1.09,19.65,0.31,0.03,0,11.78,31.43,16.08,15.67,1.6,2.12,16.08,15.67,11.79,10.71,19.69,15.35,14.63,11.26,18.61,15.94,1.73,-2.09,36.17,27.67,0.72,3.23,10.86,3.6,8.99,10,41.2,33.92,18.12,15.34,1.26,-2.46,16.16,15.53,4,15,3,1.58,0.01,1.22,0.01,1.52,0.01,80.43,0.84,81.67,0.86,86.33,0.88,13.55,0.13,13.71,0.13,14.95,0.14,1.31,0.01,1.01,0.01,1.19,0.01,16.26,0.13,12.5,0.1,16.6,0.15
PABUX,"Principal MidCap Value Fund I R-2 Class",Mid-Cap Value,"Principal Funds",929150000,13.32,0.12,3,2004-05-31,Value,Medium,USD,1.38,1.09,1.41,98.59,0,14.97,1.96,1,8.23,11133.42,5.64,13.06,18.59,10.21,7.49,5.44,5.45,0.17,5.22,15.68,13.06,13.32,12.94,0.08,-0.67,13.32,12.94,2.24,0.66,8.87,8.55,5.46,5.87,14.04,14.46,-11.56,-12.86,13.86,13.22,14.4,18.06,-7.92,-5.41,12.74,9.31,32.61,35.14,17.01,16.6,-4.58,-3.96,23.3,21.92,2,10,4,0.77,0.01,0.51,0.01,1.19,0.01,87.32,0.78,86.9,0.79,90.83,0.85,11.67,0.13,12.12,0.13,14.5,0.16,0.68,0.01,0.43,0,0.95,0.01,7.45,0.07,4.62,0.05,12.47,0.12
PABVX,"Principal MidCap Value Fund I R-5 Class",Mid-Cap Value,"Principal Funds",929150000,13.49,0.64,3,2004-05-31,Value,Medium,USD,0.89,1.09,1.41,98.59,0,14.97,1.96,1,8.23,11133.42,5.64,13.06,18.59,10.21,7.49,5.44,5.45,0.17,5.22,15.68,13.06,13.49,12.94,0.22,-0.67,13.49,12.94,2.75,0.66,9.41,8.55,6,5.87,14.59,14.46,-11.09,-12.86,14.42,13.22,14.91,18.06,-7.38,-5.41,13.26,9.31,33.21,35.14,17.65,16.6,-4.17,-3.96,23.97,21.92,2,10,4,0.81,0.01,0.55,0.01,1.23,0.01,87.37,0.78,86.87,0.79,90.82,0.85,11.64,0.13,12.1,0.13,14.48,0.16,0.72,0.01,0.48,0,0.98,0.01,7.99,0.07,5.15,0.05,13,0.12
PABWX,"Principal MidCap Value Fund I R-4 Class",Mid-Cap Value,"Principal Funds",929150000,13.47,0.49,3,2004-05-31,Value,Medium,USD,1.01,1.09,1.41,98.59,0,14.97,1.96,1,8.23,11133.42,5.64,13.06,18.59,10.21,7.49,5.44,5.45,0.17,5.22,15.68,13.06,13.47,12.94,0.15,-0.67,13.47,12.94,2.65,0.66,9.29,8.55,5.87,5.87,14.45,14.46,-11.23,-12.86,14.23,13.22,14.85,18.06,-7.54,-5.41,13.15,9.31,33.11,35.14,17.52,16.6,-4.35,-3.96,23.87,21.92,2,10,4,0.8,0.01,0.54,0.01,1.22,0.01,87.3,0.78,86.96,0.79,90.91,0.85,11.65,0.13,12.1,0.13,14.48,0.16,0.71,0.01,0.47,0,0.98,0.01,7.88,0.07,5.02,0.05,12.86,0.12
PACIX,"Columbia Convertible Securities Fund Class A",Convertibles,"Columbia",1110000000,11.88,1.94,4,1987-09-24,Blend,Large,USD,1.13,1.22,2.01,7.34,16.22,12.71,2.3,1.15,8.04,0,10.16,5.26,0,0,0,13.4,38.61,0,0,7.57,25,11.88,10.22,0.33,0.06,11.88,10.22,8.19,5.81,13.56,10.21,7.03,5.89,11.53,11.07,-1,-2.11,15.07,12.18,11.23,7.68,-4.58,-3.67,8.44,6.37,24.05,21.66,13.05,10.92,-5.03,-5.62,19.05,16.77,3,23,8,1.09,0.01,0.61,0.01,0.96,0.01,79.1,0.72,82.16,0.79,83.86,0.83,8.33,0.08,9.49,0.09,10.15,0.1,1.41,0.01,0.68,0.01,1.09,0.01,10.13,0.08,4.83,0.04,9.7,0.09
PACOX,"T. Rowe Price Capital Opportunity Fund Advisor Class",Large Blend,"T. Rowe Price",716960000,14.36,0.72,4,2004-12-30,Growth,Large,USD,0.97,0.94,0.5,99.5,0,17.28,2.93,2.22,10.12,101591.86,2.2,12.26,16.05,1.63,7.31,14.5,3.44,3.69,4.86,9.51,24.54,14.36,12.94,2.16,1.29,14.36,12.94,9.09,6.9,13.79,11.84,10.86,8.91,15.4,14.54,-4.86,-6.27,23.32,20.44,9.95,10.37,2.57,-1.07,11.91,10.96,32.31,31.5,15.69,14.96,0.93,-1.27,12.96,14.01,3,12,2,1.13,0.01,0.92,0.01,1.27,0.01,98.89,0.92,99.1,0.93,99.43,0.94,10.97,0.11,11.51,0.12,12.95,0.13,1.12,0.01,0.89,0.01,1.14,0.01,12.29,0.11,9.83,0.08,14.69,0.14
PAEIX,"T. Rowe Price Overseas Stock Fund Advisor Class",Foreign Large Blend,"T. Rowe Price",17080000000,9.77,1.86,3,2015-08-27,Value,Large,USD,1.1,1.01,4.25,95.75,0,12.52,1.39,1.05,5.95,37364.99,4.31,11.84,25.7,1.18,11.07,9.1,2.75,4.96,5.4,9.03,14.67,9.77,10.24,0,0.7,9.77,10.24,-6.75,-5.01,7.02,6.62,2.34,2.1,9.49,8.43,-15.35,-14.59,26.76,25.12,2.56,0.79,NaN,-1.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,2,1,0.61,0.01,0.25,0,0.86,0.01,94.53,0.9,94.5,0.9,96.67,0.94,10.7,0.11,11.35,0.12,15.54,0.16,0.57,0.01,0.19,0,0.63,0.01,5.81,0.06,1.67,0.01,9.32,0.08
PAGDX,"Permanent Portfolio Aggressive Growth Portfolio Class A",Large Growth,"Permanent Portfolio",26300000,19.4,0.08,1,2016-05-30,Growth,Large,USD,1.46,1.06,0,100,0,17.25,2.73,1.62,6.81,30308.96,11.28,6.49,12.2,0,4.55,10.52,0,0,5.06,19.28,30.62,19.4,15.67,0.51,2.12,19.4,15.67,3.53,10.71,11.88,15.35,6.19,11.26,13.32,15.94,-12.63,-2.09,20.88,27.67,NaN,3.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,1,1,1.05,0.01,0.61,0.01,1.18,0.01,79.42,0.84,83.13,0.86,88.52,0.88,16.5,0.13,15.98,0.13,17.57,0.14,0.69,0.01,0.41,0.01,0.78,0.01,7.74,0.13,4.14,0.1,9.89,0.15
PAGHX,"Permanent Portfolio Aggressive Growth Portfolio Class C",Large Growth,"Permanent Portfolio",26300000,19.18,0,1,2016-05-30,Growth,Large,USD,2.21,1.06,0,100,0,17.25,2.73,1.62,6.81,30308.96,11.28,6.49,12.2,0,4.55,10.52,0,0,5.06,19.28,30.62,19.18,15.67,0.45,2.12,19.18,15.67,2.75,10.71,11.05,15.35,5.4,11.26,12.48,15.94,-13.3,-2.09,19.99,27.67,NaN,3.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,1,1,0.99,0.01,0.54,0.01,1.11,0.01,79.44,0.84,83.14,0.86,88.52,0.88,16.48,0.13,15.96,0.13,17.55,0.14,0.64,0.01,0.36,0.01,0.73,0.01,7.14,0.13,3.53,0.1,9.25,0.15
PAGLX,"T. Rowe Price Global Growth Stock Fund Advisor Class",World Large Stock,"T. Rowe Price",426860000,17.66,0,5,2008-10-26,Growth,Large,USD,1.1,1.11,0,100,0,20.74,3.5,2.66,12.48,47905.8,3.22,17.15,18.87,2.36,7.81,11.92,3.35,0.6,3.72,8.64,22.36,17.66,12.27,2.36,1.11,17.66,12.27,6.19,1.85,14.74,9.96,10.07,5.89,14.43,11.79,-7.19,-9.64,34.07,23.61,2.51,5.54,1.17,-1.69,8.27,2.79,19.96,25.19,21.78,15.84,-10.6,-7.93,14.52,13.74,4,8,2,1.21,0.01,0.87,0.01,1.23,0.01,80.29,0.73,83.91,0.78,90.03,0.84,12.12,0.11,12.57,0.11,15.82,0.14,1.09,0.01,0.76,0,0.91,0.01,13.11,0.1,9.68,0.06,14.68,0.14
PAGRX,"Permanent Portfolio Aggressive Growth Portfolio Class I",Large Growth,"Permanent Portfolio",26300000,19.47,0.17,1,1990-01-01,Growth,Large,USD,1.21,1.06,0,100,0,17.25,2.73,1.62,6.81,30308.96,11.28,6.49,12.2,0,4.55,10.52,0,0,5.06,19.28,30.62,19.47,15.67,0.52,2.12,19.47,15.67,3.79,10.71,12.16,15.35,6.46,11.26,13.61,15.94,-12.42,-2.09,21.21,27.67,13.3,3.23,-11.37,3.6,6.54,10,42.86,33.92,20.67,15.34,-7.52,-2.46,17.71,15.53,5,23,5,1.07,0.01,0.63,0.01,1.2,0.01,79.45,0.84,83.15,0.86,88.53,0.88,16.49,0.13,15.97,0.13,17.57,0.14,0.7,0.01,0.42,0.01,0.79,0.01,7.95,0.13,4.34,0.1,10.1,0.15
